Period,Data_value,Suppressed,STATUS,UNITS,Magnitude
2011.06,80078.0,,F,Number,0
2011.09,78324.0,,F,Number,0
2011.12,85850.0,,F,Number,0
2012.03,90743.0,,F,Number,0
2012.06,81780.0,,F,Number,0
2012.09,79261.0,,F,Number,0
2012.12,87793.0,,F,Number,0
2013.03,91571.0,,F,Number,0
2013.06,81687.0,,F,Number,0
2013.09,81471.0,,F,Number,0
2013.12,93950.0,,F,Number,0
2014.03,97208.0,,F,Number,0
2014.06,85879.0,,F,Number,0
2014.09,84447.0,,F,Number,0
2014.12,95075.0,,F,Number,0
2015.03,98202.0,,F,Number,0
2015.06,87987.0,,F,Number,0
2015.09,84529.0,,F,Number,0
2015.12,96848.0,,F,Number,0
2016.03,99291.0,,F,Number,0
2016.06,88716.0,,F,Number,0
2016.09,85933.0,,F,Number,0
2016.12,96540.0,,F,Number,0
2017.03,98994.0,,F,Number,0
2017.06,90510.0,,F,Number,0
2017.09,87089.0,,F,Number,0
2017.12,98933.0,,F,Number,0
2018.03,101168.0,,F,Number,0
2018.06,90766.0,,F,Number,0
2018.09,86929.0,,F,Number,0
2018.12,100290.0,,F,Number,0
2019.03,102031.0,,F,Number,0
2019.06,90836.0,,F,Number,0
2019.09,88032.0,,F,Number,0
2019.12,100531.0,,F,Number,0
2020.03,100947.0,,F,Number,0
2020.06,93239.0,,F,Number,0
2020.09,93706.0,,F,Number,0
2020.12,103593.0,,F,Number,0
2021.03,102002.0,,F,Number,0
2021.06,93431.0,,F,Number,0
2021.09,92353.0,,F,Number,0
2021.12,102896.0,,F,Number,0
2022.03,101092.0,,F,Number,0
2022.06,94757.0,,F,Number,0
2022.09,91674.0,,F,Number,0
2022.12,99680.0,,F,Number,0
2023.03,98706.0,,F,Number,0
2023.06,92576.0,,F,Number,0
2023.09,90647.0,,F,Number,0
2023.12,100561.0,,F,Number,0
2024.03,100429.0,,F,Number,0
2024.06,92037.0,,F,Number,0
2024.09,90079.0,,F,Number,0
2024.12,100318.0,,F,Number,0
2025.03,99703.0,,F,Number,0
2025.06,92128.0,,F,Number,0
2025.09,90814.0,,F,Number,0
2025.12,101836.0,,F,Number,0
2011.06,83851.0,,R,Number,0
2011.09,84142.0,,R,Number,0
2011.12,82663.0,,R,Number,0
2012.03,84321.0,,R,Number,0
2012.06,85700.0,,R,Number,0
2012.09,85208.0,,R,Number,0
2012.12,84420.0,,R,Number,0
2013.03,85085.0,,R,Number,0
2013.06,85658.0,,R,Number,0
2013.09,87742.0,,R,Number,0
2013.12,90098.0,,R,Number,0
2014.03,90413.0,,R,Number,0
2014.06,90029.0,,R,Number,0
2014.09,91076.0,,R,Number,0
2014.12,91007.0,,R,Number,0
2015.03,91515.0,,R,Number,0
2015.06,92019.0,,R,Number,0
2015.09,91355.0,,R,Number,0
2015.12,92546.0,,R,Number,0
2016.03,92748.0,,R,Number,0
2016.06,92576.0,,R,Number,0
2016.09,92920.0,,R,Number,0
2016.12,92189.0,,R,Number,0
2017.03,92657.0,,R,Number,0
2017.06,94320.0,,R,Number,0
2017.09,94201.0,,R,Number,0
2017.12,94258.0,,R,Number,0
2018.03,94944.0,,R,Number,0
2018.06,94735.0,,R,Number,0
2018.09,93700.0,,R,Number,0
2018.12,95345.0,,R,Number,0
2019.03,96206.0,,R,Number,0
2019.06,94949.0,,R,Number,0
2019.09,94335.0,,R,Number,0
2019.12,95432.0,,R,Number,0
2020.03,95827.0,,R,Number,0
2020.06,97448.0,,R,Number,0
2020.09,99655.0,,R,Number,0
2020.12,98471.0,,R,Number,0
2021.03,97449.0,,R,Number,0
2021.06,97336.0,,R,Number,0
2021.09,97772.0,,R,Number,0
2021.12,98025.0,,R,Number,0
2022.03,96945.0,,R,Number,0
2022.06,98374.0,,R,Number,0
2022.09,96910.0,,R,Number,0
2022.12,95132.0,,R,Number,0
2023.03,94729.0,,R,Number,0
2023.06,95944.0,,R,Number,0
2023.09,95928.0,,R,Number,0
2023.12,95948.0,,R,Number,0
2024.03,96303.0,,R,Number,0
2024.06,95472.0,,R,Number,0
2024.09,95418.0,,R,Number,0
2024.12,95583.0,,R,Number,0
2025.03,95564.0,,R,Number,0
2025.06,95688.0,,R,Number,0
2025.09,96266.0,,R,Number,0
2025.12,96890.0,,F,Number,0
2011.06,83962.0,,R,Number,0
2011.09,83978.0,,R,Number,0
2011.12,83924.0,,R,Number,0
2012.03,84528.0,,R,Number,0
2012.06,85382.0,,R,Number,0
2012.09,85195.0,,R,Number,0
2012.12,84662.0,,R,Number,0
2013.03,84853.0,,R,Number,0
2013.06,85867.0,,R,Number,0
2013.09,87821.0,,R,Number,0
2013.12,89828.0,,R,Number,0
2014.03,90363.0,,R,Number,0
2014.06,90388.0,,R,Number,0
2014.09,90773.0,,R,Number,0
2014.12,91172.0,,R,Number,0
2015.03,91558.0,,R,Number,0
2015.06,91713.0,,R,Number,0
2015.09,91788.0,,R,Number,0
2015.12,92293.0,,R,Number,0
2016.03,92727.0,,R,Number,0
2016.06,92758.0,,R,Number,0
2016.09,92636.0,,R,Number,0
2016.12,92356.0,,R,Number,0
2017.03,92875.0,,R,Number,0
2017.06,93957.0,,R,Number,0
2017.09,94311.0,,R,Number,0
2017.12,94403.0,,R,Number,0
2018.03,94794.0,,R,Number,0
2018.06,94615.0,,R,Number,0
2018.09,94463.0,,R,Number,0
2018.12,95320.0,,R,Number,0
2019.03,95872.0,,R,Number,0
2019.06,95073.0,,R,Number,0
2019.09,94591.0,,R,Number,0
2019.12,95113.0,,R,Number,0
2020.03,96021.0,,R,Number,0
2020.06,97671.0,,R,Number,0
2020.09,99060.0,,R,Number,0
2020.12,98655.0,,R,Number,0
2021.03,97536.0,,R,Number,0
2021.06,97363.0,,R,Number,0
2021.09,97707.0,,R,Number,0
2021.12,98041.0,,R,Number,0
2022.03,98353.0,,R,Number,0
2022.06,98171.0,,R,Number,0
2022.09,96880.0,,R,Number,0
2022.12,95238.0,,R,Number,0
2023.03,94956.0,,R,Number,0
2023.06,95642.0,,R,Number,0
2023.09,95999.0,,R,Number,0
2023.12,96082.0,,R,Number,0
2024.03,96048.0,,R,Number,0
2024.06,95657.0,,R,Number,0
2024.09,95406.0,,R,Number,0
2024.12,95529.0,,R,Number,0
2025.03,95565.0,,R,Number,0
2025.06,95741.0,,R,Number,0
2025.09,96293.0,,R,Number,0
2025.12,96757.0,,F,Number,0
2011.06,5234.0,,F,Number,0
2011.09,5268.0,,F,Number,0
2011.12,5499.0,,F,Number,0
2012.03,5811.0,,F,Number,0
2012.06,5847.0,,F,Number,0
2012.09,5922.0,,F,Number,0
2012.12,5722.0,,F,Number,0
2013.03,5487.0,,F,Number,0
2013.06,5506.0,,F,Number,0
2013.09,5540.0,,F,Number,0
2013.12,5492.0,,F,Number,0
2014.03,6004.0,,F,Number,0
2014.06,5886.0,,F,Number,0
2014.09,5815.0,,F,Number,0
2014.12,5592.0,,F,Number,0
2015.03,5300.0,,F,Number,0
2015.06,5422.0,,F,Number,0
2015.09,5199.0,,F,Number,0
2015.12,5060.0,,F,Number,0
2016.03,5194.0,,F,Number,0
2016.06,5080.0,,F,Number,0
2016.09,5129.0,,F,Number,0
2016.12,5157.0,,F,Number,0
2017.03,5264.0,,F,Number,0
2017.06,5164.0,,F,Number,0
2017.09,5208.0,,F,Number,0
2017.12,5381.0,,F,Number,0
2018.03,5370.0,,F,Number,0
2018.06,5385.0,,F,Number,0
2018.09,5461.0,,F,Number,0
2018.12,5434.0,,F,Number,0
2019.03,5437.0,,F,Number,0
2019.06,5068.0,,F,Number,0
2019.09,5370.0,,F,Number,0
2019.12,5165.0,,F,Number,0
2020.03,5267.0,,F,Number,0
2020.06,5245.0,,F,Number,0
2020.09,5355.0,,F,Number,0
2020.12,5295.0,,F,Number,0
2021.03,5384.0,,F,Number,0
2021.06,5353.0,,F,Number,0
2021.09,5354.0,,F,Number,0
2021.12,5410.0,,F,Number,0
2022.03,5427.0,,F,Number,0
2022.06,5548.0,,F,Number,0
2022.09,5490.0,,F,Number,0
2022.12,5653.0,,F,Number,0
2023.03,5717.0,,F,Number,0
2023.06,5874.0,,F,Number,0
2023.09,5803.0,,F,Number,0
2023.12,5791.0,,F,Number,0
2024.03,5845.0,,F,Number,0
2024.06,5995.0,,F,Number,0
2024.09,5934.0,,F,Number,0
2024.12,5975.0,,F,Number,0
2025.03,6062.0,,F,Number,0
2025.06,6106.0,,F,Number,0
2025.09,6095.0,,F,Number,0
2025.12,6132.0,,F,Number,0
2011.06,5234.0,,R,Number,0
2011.09,5268.0,,R,Number,0
2011.12,5499.0,,R,Number,0
2012.03,5811.0,,R,Number,0
2012.06,5847.0,,R,Number,0
2012.09,5922.0,,R,Number,0
2012.12,5722.0,,R,Number,0
2013.03,5487.0,,R,Number,0
2013.06,5506.0,,R,Number,0
2013.09,5540.0,,R,Number,0
2013.12,5492.0,,R,Number,0
2014.03,6004.0,,R,Number,0
2014.06,5886.0,,R,Number,0
2014.09,5815.0,,R,Number,0
2014.12,5592.0,,R,Number,0
2015.03,5300.0,,R,Number,0
2015.06,5422.0,,R,Number,0
2015.09,5199.0,,R,Number,0
2015.12,5060.0,,R,Number,0
2016.03,5194.0,,R,Number,0
2016.06,5080.0,,R,Number,0
2016.09,5129.0,,R,Number,0
2016.12,5157.0,,R,Number,0
2017.03,5264.0,,R,Number,0
2017.06,5164.0,,R,Number,0
2017.09,5208.0,,R,Number,0
2017.12,5381.0,,R,Number,0
2018.03,5370.0,,R,Number,0
2018.06,5385.0,,R,Number,0
2018.09,5461.0,,R,Number,0
2018.12,5434.0,,R,Number,0
2019.03,5437.0,,R,Number,0
2019.06,5068.0,,R,Number,0
2019.09,5370.0,,R,Number,0
2019.12,5165.0,,R,Number,0
2020.03,5267.0,,R,Number,0
2020.06,5245.0,,R,Number,0
2020.09,5355.0,,R,Number,0
2020.12,5295.0,,R,Number,0
2021.03,5384.0,,R,Number,0
2021.06,5353.0,,R,Number,0
2021.09,5354.0,,R,Number,0
2021.12,5410.0,,R,Number,0
2022.03,5427.0,,R,Number,0
2022.06,5548.0,,R,Number,0
2022.09,5490.0,,R,Number,0
2022.12,5653.0,,R,Number,0
2023.03,5717.0,,R,Number,0
2023.06,5874.0,,R,Number,0
2023.09,5803.0,,R,Number,0
2023.12,5791.0,,R,Number,0
2024.03,5845.0,,R,Number,0
2024.06,5995.0,,R,Number,0
2024.09,5934.0,,R,Number,0
2024.12,5975.0,,R,Number,0
2025.03,6062.0,,R,Number,0
2025.06,6106.0,,R,Number,0
2025.09,6095.0,,R,Number,0
2025.12,6132.0,,F,Number,0
2011.06,5198.0,,R,Number,0
2011.09,5309.0,,R,Number,0
2011.12,5517.0,,R,Number,0
2012.03,5761.0,,R,Number,0
2012.06,5893.0,,R,Number,0
2012.09,5881.0,,R,Number,0
2012.12,5718.0,,R,Number,0
2013.03,5526.0,,R,Number,0
2013.06,5494.0,,R,Number,0
2013.09,5492.0,,R,Number,0
2013.12,5637.0,,R,Number,0
2014.03,5873.0,,R,Number,0
2014.06,5949.0,,R,Number,0
2014.09,5790.0,,R,Number,0
2014.12,5580.0,,R,Number,0
2015.03,5425.0,,R,Number,0
2015.06,5352.0,,R,Number,0
2015.09,5212.0,,R,Number,0
2015.12,5112.0,,R,Number,0
2016.03,5126.0,,R,Number,0
2016.06,5124.0,,R,Number,0
2016.09,5108.0,,R,Number,0
2016.12,5185.0,,R,Number,0
2017.03,5217.0,,R,Number,0
2017.06,5191.0,,R,Number,0
2017.09,5230.0,,R,Number,0
2017.12,5343.0,,R,Number,0
2018.03,5383.0,,R,Number,0
2018.06,5400.0,,R,Number,0
2018.09,5439.0,,R,Number,0
2018.12,5461.0,,R,Number,0
2019.03,5391.0,,R,Number,0
2019.06,5282.0,,R,Number,0
2019.09,5191.0,,R,Number,0
2019.12,5201.0,,R,Number,0
2020.03,5228.0,,R,Number,0
2020.06,5286.0,,R,Number,0
2020.09,5309.0,,R,Number,0
2020.12,5338.0,,R,Number,0
2021.03,5353.0,,R,Number,0
2021.06,5363.0,,R,Number,0
2021.09,5363.0,,R,Number,0
2021.12,5393.0,,R,Number,0
2022.03,5458.0,,R,Number,0
2022.06,5500.0,,R,Number,0
2022.09,5546.0,,R,Number,0
2022.12,5617.0,,R,Number,0
2023.03,5754.0,,R,Number,0
2023.06,5830.0,,R,Number,0
2023.09,5824.0,,R,Number,0
2023.12,5789.0,,R,Number,0
2024.03,5870.0,,R,Number,0
2024.06,5950.0,,R,Number,0
2024.09,5961.0,,R,Number,0
2024.12,5977.0,,R,Number,0
2025.03,6056.0,,R,Number,0
2025.06,6098.0,,R,Number,0
2025.09,6104.0,,R,Number,0
2025.12,6139.0,,F,Number,0
2011.06,206633.0,,F,Number,0
2011.09,200677.0,,F,Number,0
2011.12,204217.0,,F,Number,0
2012.03,208617.0,,F,Number,0
2012.06,206645.0,,F,Number,0
2012.09,199425.0,,F,Number,0
2012.12,203691.0,,F,Number,0
2013.03,208709.0,,F,Number,0
2013.06,205207.0,,F,Number,0
2013.09,201457.0,,F,Number,0
2013.12,207492.0,,F,Number,0
2014.03,211991.0,,F,Number,0
2014.06,210124.0,,F,Number,0
2014.09,205440.0,,F,Number,0
2014.12,207594.0,,F,Number,0
2015.03,214158.0,,F,Number,0
2015.06,212246.0,,F,Number,0
2015.09,207462.0,,F,Number,0
2015.12,211402.0,,F,Number,0
2016.03,216597.0,,F,Number,0
2016.06,214710.0,,F,Number,0
2016.09,209854.0,,F,Number,0
2016.12,215317.0,,F,Number,0
2017.03,219090.0,,F,Number,0
2017.06,219130.0,,F,Number,0
2017.09,213648.0,,F,Number,0
2017.12,220066.0,,F,Number,0
2018.03,225445.0,,F,Number,0
2018.06,224308.0,,F,Number,0
2018.09,218059.0,,F,Number,0
2018.12,223667.0,,F,Number,0
2019.03,227931.0,,F,Number,0
2019.06,225492.0,,F,Number,0
2019.09,219991.0,,F,Number,0
2019.12,227095.0,,F,Number,0
2020.03,228672.0,,F,Number,0
2020.06,224825.0,,F,Number,0
2020.09,218967.0,,F,Number,0
2020.12,222691.0,,F,Number,0
2021.03,223355.0,,F,Number,0
2021.06,224296.0,,F,Number,0
2021.09,221282.0,,F,Number,0
2021.12,226109.0,,F,Number,0
2022.03,228608.0,,F,Number,0
2022.06,226870.0,,F,Number,0
2022.09,224994.0,,F,Number,0
2022.12,229708.0,,F,Number,0
2023.03,232496.0,,F,Number,0
2023.06,232854.0,,F,Number,0
2023.09,228332.0,,F,Number,0
2023.12,230027.0,,F,Number,0
2024.03,230122.0,,F,Number,0
2024.06,228544.0,,F,Number,0
2024.09,221901.0,,F,Number,0
2024.12,223554.0,,F,Number,0
2025.03,223911.0,,F,Number,0
2025.06,222420.0,,F,Number,0
2025.09,216393.0,,F,Number,0
2025.12,218886.0,,F,Number,0
2011.06,205546.0,,R,Number,0
2011.09,205226.0,,R,Number,0
2011.12,204628.0,,R,Number,0
2012.03,204756.0,,R,Number,0
2012.06,205574.0,,R,Number,0
2012.09,203885.0,,R,Number,0
2012.12,204141.0,,R,Number,0
2013.03,204864.0,,R,Number,0
2013.06,204151.0,,R,Number,0
2013.09,205897.0,,R,Number,0
2013.12,207953.0,,R,Number,0
2014.03,208158.0,,R,Number,0
2014.06,209034.0,,R,Number,0
2014.09,209916.0,,R,Number,0
2014.12,208006.0,,R,Number,0
2015.03,210421.0,,R,Number,0
2015.06,211082.0,,R,Number,0
2015.09,211979.0,,R,Number,0
2015.12,211741.0,,R,Number,0
2016.03,212944.0,,R,Number,0
2016.06,213484.0,,R,Number,0
2016.09,214478.0,,R,Number,0
2016.12,215489.0,,R,Number,0
2017.03,215540.0,,R,Number,0
2017.06,217882.0,,R,Number,0
2017.09,218401.0,,R,Number,0
2017.12,219976.0,,R,Number,0
2018.03,222018.0,,R,Number,0
2018.06,223098.0,,R,Number,0
2018.09,222846.0,,R,Number,0
2018.12,223294.0,,R,Number,0
2019.03,224751.0,,R,Number,0
2019.06,224427.0,,R,Number,0
2019.09,224541.0,,R,Number,0
2019.12,226548.0,,R,Number,0
2020.03,225829.0,,R,Number,0
2020.06,223882.0,,R,Number,0
2020.09,223093.0,,R,Number,0
2020.12,222122.0,,R,Number,0
2021.03,220914.0,,R,Number,0
2021.06,223417.0,,R,Number,0
2021.09,225010.0,,R,Number,0
2021.12,225600.0,,R,Number,0
2022.03,226481.0,,R,Number,0
2022.06,225869.0,,R,Number,0
2022.09,228452.0,,R,Number,0
2022.12,229350.0,,R,Number,0
2023.03,230573.0,,R,Number,0
2023.06,231669.0,,R,Number,0
2023.09,231646.0,,R,Number,0
2023.12,229840.0,,R,Number,0
2024.03,228343.0,,R,Number,0
2024.06,227209.0,,R,Number,0
2024.09,225082.0,,R,Number,0
2024.12,223477.0,,R,Number,0
2025.03,222215.0,,R,Number,0
2025.06,221013.0,,R,Number,0
2025.09,219519.0,,R,Number,0
2025.12,218844.0,,F,Number,0
2011.06,205597.0,,R,Number,0
2011.09,205138.0,,R,Number,0
2011.12,204706.0,,R,Number,0
2012.03,204980.0,,R,Number,0
2012.06,205002.0,,R,Number,0
2012.09,204320.0,,R,Number,0
2012.12,204177.0,,R,Number,0
2013.03,204437.0,,R,Number,0
2013.06,204595.0,,R,Number,0
2013.09,205898.0,,R,Number,0
2013.12,207609.0,,R,Number,0
2014.03,208392.0,,R,Number,0
2014.06,209098.0,,R,Number,0
2014.09,209557.0,,R,Number,0
2014.12,209678.0,,R,Number,0
2015.03,210198.0,,R,Number,0
2015.06,211236.0,,R,Number,0
2015.09,211689.0,,R,Number,0
2015.12,212085.0,,R,Number,0
2016.03,212708.0,,R,Number,0
2016.06,213598.0,,R,Number,0
2016.09,214518.0,,R,Number,0
2016.12,215179.0,,R,Number,0
2017.03,216081.0,,R,Number,0
2017.06,217369.0,,R,Number,0
2017.09,218656.0,,R,Number,0
2017.12,220038.0,,R,Number,0
2018.03,221940.0,,R,Number,0
2018.06,222922.0,,R,Number,0
2018.09,222973.0,,R,Number,0
2018.12,223522.0,,R,Number,0
2019.03,224383.0,,R,Number,0
2019.06,224483.0,,R,Number,0
2019.09,224987.0,,R,Number,0
2019.12,226099.0,,R,Number,0
2020.03,225764.0,,R,Number,0
2020.06,224156.0,,R,Number,0
2020.09,222989.0,,R,Number,0
2020.12,221867.0,,R,Number,0
2021.03,221618.0,,R,Number,0
2021.06,223124.0,,R,Number,0
2021.09,224898.0,,R,Number,0
2021.12,225777.0,,R,Number,0
2022.03,226201.0,,R,Number,0
2022.06,226942.0,,R,Number,0
2022.09,228140.0,,R,Number,0
2022.12,229482.0,,R,Number,0
2023.03,230613.0,,R,Number,0
2023.06,231645.0,,R,Number,0
2023.09,231443.0,,R,Number,0
2023.12,229989.0,,R,Number,0
2024.03,228446.0,,R,Number,0
2024.06,226998.0,,R,Number,0
2024.09,225207.0,,R,Number,0
2024.12,223485.0,,R,Number,0
2025.03,222220.0,,R,Number,0
2025.06,220905.0,,R,Number,0
2025.09,219667.0,,R,Number,0
2025.12,218792.0,,F,Number,0
2011.06,14486.0,,F,Number,0
2011.09,14796.0,,F,Number,0
2011.12,15026.0,,F,Number,0
2012.03,15065.0,,F,Number,0
2012.06,15046.0,,F,Number,0
2012.09,15188.0,,F,Number,0
2012.12,15269.0,,F,Number,0
2013.03,15844.0,,F,Number,0
2013.06,15895.0,,F,Number,0
2013.09,15773.0,,F,Number,0
2013.12,16010.0,,F,Number,0
2014.03,15570.0,,F,Number,0
2014.06,15347.0,,F,Number,0
2014.09,15515.0,,F,Number,0
2014.12,15830.0,,F,Number,0
2015.03,16017.0,,F,Number,0
2015.06,15972.0,,F,Number,0
2015.09,15962.0,,F,Number,0
2015.12,16143.0,,F,Number,0
2016.03,16372.0,,F,Number,0
2016.06,16416.0,,F,Number,0
2016.09,16533.0,,F,Number,0
2016.12,16245.0,,F,Number,0
2017.03,17207.0,,F,Number,0
2017.06,17243.0,,F,Number,0
2017.09,17678.0,,F,Number,0
2017.12,18145.0,,F,Number,0
2018.03,18505.0,,F,Number,0
2018.06,18511.0,,F,Number,0
2018.09,18512.0,,F,Number,0
2018.12,18812.0,,F,Number,0
2019.03,18937.0,,F,Number,0
2019.06,19046.0,,F,Number,0
2019.09,19316.0,,F,Number,0
2019.12,19634.0,,F,Number,0
2020.03,19770.0,,F,Number,0
2020.06,19791.0,,F,Number,0
2020.09,20060.0,,F,Number,0
2020.12,20282.0,,F,Number,0
2021.03,20618.0,,F,Number,0
2021.06,20644.0,,F,Number,0
2021.09,20738.0,,F,Number,0
2021.12,21113.0,,F,Number,0
2022.03,21386.0,,F,Number,0
2022.06,22052.0,,F,Number,0
2022.09,21892.0,,F,Number,0
2022.12,22208.0,,F,Number,0
2023.03,22680.0,,F,Number,0
2023.06,22361.0,,F,Number,0
2023.09,22599.0,,F,Number,0
2023.12,23256.0,,F,Number,0
2024.03,23426.0,,F,Number,0
2024.06,23592.0,,F,Number,0
2024.09,23577.0,,F,Number,0
2024.12,23981.0,,F,Number,0
2025.03,23965.0,,F,Number,0
2025.06,23678.0,,F,Number,0
2025.09,23607.0,,F,Number,0
2025.12,23865.0,,F,Number,0
2011.06,14486.0,,R,Number,0
2011.09,14796.0,,R,Number,0
2011.12,15026.0,,R,Number,0
2012.03,15065.0,,R,Number,0
2012.06,15046.0,,R,Number,0
2012.09,15188.0,,R,Number,0
2012.12,15269.0,,R,Number,0
2013.03,15844.0,,R,Number,0
2013.06,15895.0,,R,Number,0
2013.09,15773.0,,R,Number,0
2013.12,16010.0,,R,Number,0
2014.03,15570.0,,R,Number,0
2014.06,15347.0,,R,Number,0
2014.09,15515.0,,R,Number,0
2014.12,15830.0,,R,Number,0
2015.03,16017.0,,R,Number,0
2015.06,15972.0,,R,Number,0
2015.09,15962.0,,R,Number,0
2015.12,16143.0,,R,Number,0
2016.03,16372.0,,R,Number,0
2016.06,16416.0,,R,Number,0
2016.09,16533.0,,R,Number,0
2016.12,16245.0,,R,Number,0
2017.03,17207.0,,R,Number,0
2017.06,17243.0,,R,Number,0
2017.09,17678.0,,R,Number,0
2017.12,18145.0,,R,Number,0
2018.03,18505.0,,R,Number,0
2018.06,18511.0,,R,Number,0
2018.09,18512.0,,R,Number,0
2018.12,18812.0,,R,Number,0
2019.03,18937.0,,R,Number,0
2019.06,19046.0,,R,Number,0
2019.09,19316.0,,R,Number,0
2019.12,19634.0,,R,Number,0
2020.03,19770.0,,R,Number,0
2020.06,19791.0,,R,Number,0
2020.09,20060.0,,R,Number,0
2020.12,20282.0,,R,Number,0
2021.03,20618.0,,R,Number,0
2021.06,20644.0,,R,Number,0
2021.09,20738.0,,R,Number,0
2021.12,21113.0,,R,Number,0
2022.03,21386.0,,R,Number,0
2022.06,22052.0,,R,Number,0
2022.09,21892.0,,R,Number,0
2022.12,22208.0,,R,Number,0
2023.03,22680.0,,R,Number,0
2023.06,22361.0,,R,Number,0
2023.09,22599.0,,R,Number,0
2023.12,23256.0,,R,Number,0
2024.03,23426.0,,R,Number,0
2024.06,23592.0,,R,Number,0
2024.09,23577.0,,R,Number,0
2024.12,23981.0,,R,Number,0
2025.03,23965.0,,R,Number,0
2025.06,23678.0,,R,Number,0
2025.09,23607.0,,R,Number,0
2025.12,23865.0,,F,Number,0
2011.06,14501.0,,R,Number,0
2011.09,14785.0,,R,Number,0
2011.12,15008.0,,R,Number,0
2012.03,15059.0,,R,Number,0
2012.06,15077.0,,R,Number,0
2012.09,15136.0,,R,Number,0
2012.12,15395.0,,R,Number,0
2013.03,15749.0,,R,Number,0
2013.06,15895.0,,R,Number,0
2013.09,15827.0,,R,Number,0
2013.12,15752.0,,R,Number,0
2014.03,15562.0,,R,Number,0
2014.06,15393.0,,R,Number,0
2014.09,15517.0,,R,Number,0
2014.12,15817.0,,R,Number,0
2015.03,15990.0,,R,Number,0
2015.06,15980.0,,R,Number,0
2015.09,15984.0,,R,Number,0
2015.12,16150.0,,R,Number,0
2016.03,16336.0,,R,Number,0
2016.06,16442.0,,R,Number,0
2016.09,16508.0,,R,Number,0
2016.12,16658.0,,R,Number,0
2017.03,16909.0,,R,Number,0
2017.06,17259.0,,R,Number,0
2017.09,17681.0,,R,Number,0
2017.12,18153.0,,R,Number,0
2018.03,18461.0,,R,Number,0
2018.06,18514.0,,R,Number,0
2018.09,18569.0,,R,Number,0
2018.12,18765.0,,R,Number,0
2019.03,18936.0,,R,Number,0
2019.06,19067.0,,R,Number,0
2019.09,19325.0,,R,Number,0
2019.12,19612.0,,R,Number,0
2020.03,19748.0,,R,Number,0
2020.06,19839.0,,R,Number,0
2020.09,20027.0,,R,Number,0
2020.12,20325.0,,R,Number,0
2021.03,20559.0,,R,Number,0
2021.06,20656.0,,R,Number,0
2021.09,20782.0,,R,Number,0
2021.12,21069.0,,R,Number,0
2022.03,21430.0,,R,Number,0
2022.06,21711.0,,R,Number,0
2022.09,21937.0,,R,Number,0
2022.12,22246.0,,R,Number,0
2023.03,22457.0,,R,Number,0
2023.06,22442.0,,R,Number,0
2023.09,22663.0,,R,Number,0
2023.12,23154.0,,R,Number,0
2024.03,23475.0,,R,Number,0
2024.06,23535.0,,R,Number,0
2024.09,23683.0,,R,Number,0
2024.12,23908.0,,R,Number,0
2025.03,23940.0,,R,Number,0
2025.06,23705.0,,R,Number,0
2025.09,23634.0,,R,Number,0
2025.12,23875.0,,F,Number,0
2011.06,100016.0,,F,Number,0
2011.09,100783.0,,F,Number,0
2011.12,102394.0,,F,Number,0
2012.03,103061.0,,F,Number,0
2012.06,104955.0,,F,Number,0
2012.09,105360.0,,F,Number,0
2012.12,108315.0,,F,Number,0
2013.03,108983.0,,F,Number,0
2013.06,112850.0,,F,Number,0
2013.09,111615.0,,F,Number,0
2013.12,115478.0,,F,Number,0
2014.03,117532.0,,F,Number,0
2014.06,119951.0,,F,Number,0
2014.09,120120.0,,F,Number,0
2014.12,123363.0,,F,Number,0
2015.03,125058.0,,F,Number,0
2015.06,125669.0,,F,Number,0
2015.09,125497.0,,F,Number,0
2015.12,128006.0,,F,Number,0
2016.03,129884.0,,F,Number,0
2016.06,132499.0,,F,Number,0
2016.09,133534.0,,F,Number,0
2016.12,137679.0,,F,Number,0
2017.03,140434.0,,F,Number,0
2017.06,143677.0,,F,Number,0
2017.09,144629.0,,F,Number,0
2017.12,148802.0,,F,Number,0
2018.03,150345.0,,F,Number,0
2018.06,151978.0,,F,Number,0
2018.09,150157.0,,F,Number,0
2018.12,155400.0,,F,Number,0
2019.03,157823.0,,F,Number,0
2019.06,159688.0,,F,Number,0
2019.09,159037.0,,F,Number,0
2019.12,162608.0,,F,Number,0
2020.03,163166.0,,F,Number,0
2020.06,166358.0,,F,Number,0
2020.09,168095.0,,F,Number,0
2020.12,169062.0,,F,Number,0
2021.03,172023.0,,F,Number,0
2021.06,177192.0,,F,Number,0
2021.09,177870.0,,F,Number,0
2021.12,183537.0,,F,Number,0
2022.03,184396.0,,F,Number,0
2022.06,186312.0,,F,Number,0
2022.09,184672.0,,F,Number,0
2022.12,187607.0,,F,Number,0
2023.03,188172.0,,F,Number,0
2023.06,192474.0,,F,Number,0
2023.09,190352.0,,F,Number,0
2023.12,192340.0,,F,Number,0
2024.03,190610.0,,F,Number,0
2024.06,189386.0,,F,Number,0
2024.09,182381.0,,F,Number,0
2024.12,181101.0,,F,Number,0
2025.03,177811.0,,F,Number,0
2025.06,176979.0,,F,Number,0
2025.09,172826.0,,F,Number,0
2025.12,174578.0,,F,Number,0
2011.06,99656.0,,R,Number,0
2011.09,101651.0,,R,Number,0
2011.12,102083.0,,R,Number,0
2012.03,102864.0,,R,Number,0
2012.06,104583.0,,R,Number,0
2012.09,106265.0,,R,Number,0
2012.12,108001.0,,R,Number,0
2013.03,108754.0,,R,Number,0
2013.06,112439.0,,R,Number,0
