Period,Data_value,Suppressed,STATUS,UNITS,Magnitude
2020.03,8198.0,,F,Number,0
2020.06,7859.0,,F,Number,0
2020.09,8023.0,,F,Number,0
2020.12,8360.0,,F,Number,0
2021.03,8313.0,,F,Number,0
2021.06,8288.0,,F,Number,0
2021.09,8331.0,,F,Number,0
2021.12,8622.0,,F,Number,0
2022.03,8551.0,,F,Number,0
2022.06,8444.0,,F,Number,0
2022.09,8488.0,,F,Number,0
2022.12,8716.0,,F,Number,0
2023.03,8667.0,,F,Number,0
2023.06,8563.0,,F,Number,0
2023.09,8516.0,,F,Number,0
2023.12,8716.0,,F,Number,0
2024.03,8722.0,,F,Number,0
2024.06,8573.0,,F,Number,0
2024.09,8543.0,,F,Number,0
2024.12,8694.0,,F,Number,0
2025.03,8609.0,,F,Number,0
2025.06,8446.0,,F,Number,0
2025.09,8388.0,,F,Number,0
2025.12,8607.0,,F,Number,0
2011.06,10563.0,,F,Number,0
2011.09,10259.0,,F,Number,0
2011.12,10512.0,,F,Number,0
2012.03,10325.0,,F,Number,0
2012.06,10435.0,,F,Number,0
2012.09,10252.0,,F,Number,0
2012.12,10497.0,,F,Number,0
2013.03,10311.0,,F,Number,0
2013.06,10477.0,,F,Number,0
2013.09,10314.0,,F,Number,0
2013.12,10469.0,,F,Number,0
2014.03,10410.0,,F,Number,0
2014.06,10483.0,,F,Number,0
2014.09,10290.0,,F,Number,0
2014.12,10617.0,,F,Number,0
2015.03,10578.0,,F,Number,0
2015.06,10683.0,,F,Number,0
2015.09,10567.0,,F,Number,0
2015.12,10684.0,,F,Number,0
2016.03,10778.0,,F,Number,0
2016.06,10922.0,,F,Number,0
2016.09,10862.0,,F,Number,0
2016.12,11172.0,,F,Number,0
2017.03,11133.0,,F,Number,0
2017.06,11321.0,,F,Number,0
2017.09,11288.0,,F,Number,0
2017.12,11519.0,,F,Number,0
2018.03,11435.0,,F,Number,0
2018.06,11375.0,,F,Number,0
2018.09,11376.0,,F,Number,0
2018.12,11899.0,,F,Number,0
2019.03,11873.0,,F,Number,0
2019.06,11825.0,,F,Number,0
2019.09,11840.0,,F,Number,0
2019.12,12258.0,,F,Number,0
2020.03,12186.0,,F,Number,0
2020.06,12027.0,,F,Number,0
2020.09,12109.0,,F,Number,0
2020.12,12374.0,,F,Number,0
2021.03,12431.0,,F,Number,0
2021.06,12622.0,,F,Number,0
2021.09,12854.0,,F,Number,0
2021.12,13137.0,,F,Number,0
2022.03,13030.0,,F,Number,0
2022.06,12894.0,,F,Number,0
2022.09,12974.0,,F,Number,0
2022.12,13263.0,,F,Number,0
2023.03,13238.0,,F,Number,0
2023.06,13347.0,,F,Number,0
2023.09,13366.0,,F,Number,0
2023.12,13604.0,,F,Number,0
2024.03,13422.0,,F,Number,0
2024.06,13468.0,,F,Number,0
2024.09,13221.0,,F,Number,0
2024.12,13323.0,,F,Number,0
2025.03,13181.0,,F,Number,0
2025.06,13162.0,,F,Number,0
2025.09,13066.0,,F,Number,0
2025.12,13237.0,,F,Number,0
2011.06,16739.0,,F,Number,0
2011.09,16670.0,,F,Number,0
2011.12,16982.0,,F,Number,0
2012.03,16635.0,,F,Number,0
2012.06,16897.0,,F,Number,0
2012.09,16769.0,,F,Number,0
2012.12,17033.0,,F,Number,0
2013.03,16838.0,,F,Number,0
2013.06,17221.0,,F,Number,0
2013.09,17171.0,,F,Number,0
2013.12,17496.0,,F,Number,0
2014.03,17245.0,,F,Number,0
2014.06,17571.0,,F,Number,0
2014.09,17637.0,,F,Number,0
2014.12,17883.0,,F,Number,0
2015.03,17537.0,,F,Number,0
2015.06,17883.0,,F,Number,0
2015.09,17813.0,,F,Number,0
2015.12,18093.0,,F,Number,0
2016.03,17804.0,,F,Number,0
2016.06,18109.0,,F,Number,0
2016.09,18037.0,,F,Number,0
2016.12,18321.0,,F,Number,0
2017.03,18168.0,,F,Number,0
2017.06,18600.0,,F,Number,0
2017.09,18681.0,,F,Number,0
2017.12,18989.0,,F,Number,0
2018.03,18876.0,,F,Number,0
2018.06,19042.0,,F,Number,0
2018.09,18999.0,,F,Number,0
2018.12,19530.0,,F,Number,0
2019.03,19477.0,,F,Number,0
2019.06,19891.0,,F,Number,0
2019.09,20083.0,,F,Number,0
2019.12,20641.0,,F,Number,0
2020.03,20449.0,,F,Number,0
2020.06,20411.0,,F,Number,0
2020.09,20516.0,,F,Number,0
2020.12,20998.0,,F,Number,0
2021.03,20970.0,,F,Number,0
2021.06,21277.0,,F,Number,0
2021.09,21363.0,,F,Number,0
2021.12,21760.0,,F,Number,0
2022.03,21542.0,,F,Number,0
2022.06,21702.0,,F,Number,0
2022.09,21913.0,,F,Number,0
2022.12,22237.0,,F,Number,0
2023.03,22102.0,,F,Number,0
2023.06,22377.0,,F,Number,0
2023.09,22236.0,,F,Number,0
2023.12,22592.0,,F,Number,0
2024.03,22386.0,,F,Number,0
2024.06,22500.0,,F,Number,0
2024.09,22282.0,,F,Number,0
2024.12,22385.0,,F,Number,0
2025.03,22092.0,,F,Number,0
2025.06,22166.0,,F,Number,0
2025.09,22004.0,,F,Number,0
2025.12,22336.0,,F,Number,0
2011.06,21341.0,,F,Number,0
2011.09,21266.0,,F,Number,0
2011.12,21468.0,,F,Number,0
2012.03,21136.0,,F,Number,0
2012.06,21471.0,,F,Number,0
2012.09,21154.0,,F,Number,0
2012.12,21462.0,,F,Number,0
2013.03,21114.0,,F,Number,0
2013.06,21419.0,,F,Number,0
2013.09,21460.0,,F,Number,0
2013.12,22109.0,,F,Number,0
2014.03,22069.0,,F,Number,0
2014.06,22475.0,,F,Number,0
2014.09,22495.0,,F,Number,0
2014.12,22727.0,,F,Number,0
2015.03,22380.0,,F,Number,0
2015.06,22831.0,,F,Number,0
2015.09,22893.0,,F,Number,0
2015.12,23251.0,,F,Number,0
2016.03,22923.0,,F,Number,0
2016.06,23441.0,,F,Number,0
2016.09,23552.0,,F,Number,0
2016.12,24002.0,,F,Number,0
2017.03,23879.0,,F,Number,0
2017.06,24525.0,,F,Number,0
2017.09,24589.0,,F,Number,0
2017.12,24788.0,,F,Number,0
2018.03,23433.0,,F,Number,0
2018.06,25225.0,,F,Number,0
2018.09,25220.0,,F,Number,0
2018.12,25916.0,,F,Number,0
2019.03,25947.0,,F,Number,0
2019.06,26381.0,,F,Number,0
2019.09,26487.0,,F,Number,0
2019.12,26909.0,,F,Number,0
2020.03,26755.0,,F,Number,0
2020.06,26865.0,,F,Number,0
2020.09,27044.0,,F,Number,0
2020.12,27512.0,,F,Number,0
2021.03,27308.0,,F,Number,0
2021.06,27917.0,,F,Number,0
2021.09,28051.0,,F,Number,0
2021.12,28681.0,,F,Number,0
2022.03,28486.0,,F,Number,0
2022.06,28685.0,,F,Number,0
2022.09,28915.0,,F,Number,0
2022.12,29112.0,,F,Number,0
2023.03,28913.0,,F,Number,0
2023.06,29424.0,,F,Number,0
2023.09,29226.0,,F,Number,0
2023.12,29711.0,,F,Number,0
2024.03,29441.0,,F,Number,0
2024.06,29522.0,,F,Number,0
2024.09,29056.0,,F,Number,0
2024.12,29197.0,,F,Number,0
2025.03,28639.0,,F,Number,0
2025.06,28685.0,,F,Number,0
2025.09,28350.0,,F,Number,0
2025.12,28523.0,,F,Number,0
2011.06,15811.0,,F,Number,0
2011.09,15823.0,,F,Number,0
2011.12,15936.0,,F,Number,0
2012.03,15612.0,,F,Number,0
2012.06,15729.0,,F,Number,0
2012.09,15563.0,,F,Number,0
2012.12,15693.0,,F,Number,0
2013.03,15470.0,,F,Number,0
2013.06,15694.0,,F,Number,0
2013.09,15855.0,,F,Number,0
2013.12,16423.0,,F,Number,0
2014.03,16528.0,,F,Number,0
2014.06,16921.0,,F,Number,0
2014.09,16955.0,,F,Number,0
2014.12,17286.0,,F,Number,0
2015.03,17286.0,,F,Number,0
2015.06,17596.0,,F,Number,0
2015.09,17565.0,,F,Number,0
2015.12,17955.0,,F,Number,0
2016.03,17768.0,,F,Number,0
2016.06,18295.0,,F,Number,0
2016.09,18319.0,,F,Number,0
2016.12,18718.0,,F,Number,0
2017.03,18709.0,,F,Number,0
2017.06,19223.0,,F,Number,0
2017.09,19152.0,,F,Number,0
2017.12,19613.0,,F,Number,0
2018.03,18651.0,,F,Number,0
2018.06,19880.0,,F,Number,0
2018.09,20077.0,,F,Number,0
2018.12,20558.0,,F,Number,0
2019.03,21025.0,,F,Number,0
2019.06,21490.0,,F,Number,0
2019.09,21844.0,,F,Number,0
2019.12,22127.0,,F,Number,0
2020.03,21982.0,,F,Number,0
2020.06,21953.0,,F,Number,0
2020.09,22094.0,,F,Number,0
2020.12,22552.0,,F,Number,0
2021.03,22425.0,,F,Number,0
2021.06,22667.0,,F,Number,0
2021.09,22851.0,,F,Number,0
2021.12,23415.0,,F,Number,0
2022.03,23333.0,,F,Number,0
2022.06,23576.0,,F,Number,0
2022.09,23783.0,,F,Number,0
2022.12,23943.0,,F,Number,0
2023.03,23984.0,,F,Number,0
2023.06,24200.0,,F,Number,0
2023.09,24011.0,,F,Number,0
2023.12,24306.0,,F,Number,0
2024.03,24099.0,,F,Number,0
2024.06,24093.0,,F,Number,0
2024.09,23921.0,,F,Number,0
2024.12,23931.0,,F,Number,0
2025.03,23658.0,,F,Number,0
2025.06,23698.0,,F,Number,0
2025.09,23477.0,,F,Number,0
2025.12,23701.0,,F,Number,0
2011.06,44108.0,,F,Number,0
2011.09,44241.0,,F,Number,0
2011.12,44609.0,,F,Number,0
2012.03,43745.0,,F,Number,0
2012.06,44323.0,,F,Number,0
2012.09,43862.0,,F,Number,0
2012.12,44276.0,,F,Number,0
2013.03,43597.0,,F,Number,0
2013.06,44227.0,,F,Number,0
2013.09,43442.0,,F,Number,0
2013.12,43952.0,,F,Number,0
2014.03,43336.0,,F,Number,0
2014.06,43556.0,,F,Number,0
2014.09,43529.0,,F,Number,0
2014.12,43746.0,,F,Number,0
2015.03,42822.0,,F,Number,0
2015.06,43377.0,,F,Number,0
2015.09,43082.0,,F,Number,0
2015.12,43558.0,,F,Number,0
2016.03,43039.0,,F,Number,0
2016.06,43881.0,,F,Number,0
2016.09,43836.0,,F,Number,0
2016.12,44423.0,,F,Number,0
2017.03,43800.0,,F,Number,0
2017.06,44867.0,,F,Number,0
2017.09,44892.0,,F,Number,0
2017.12,45451.0,,F,Number,0
2018.03,44468.0,,F,Number,0
2018.06,45659.0,,F,Number,0
2018.09,45593.0,,F,Number,0
2018.12,46292.0,,F,Number,0
2019.03,46294.0,,F,Number,0
2019.06,47186.0,,F,Number,0
2019.09,47432.0,,F,Number,0
2019.12,48269.0,,F,Number,0
2020.03,47773.0,,F,Number,0
2020.06,47573.0,,F,Number,0
2020.09,47854.0,,F,Number,0
2020.12,48528.0,,F,Number,0
2021.03,48183.0,,F,Number,0
2021.06,48676.0,,F,Number,0
2021.09,48794.0,,F,Number,0
2021.12,49829.0,,F,Number,0
2022.03,49366.0,,F,Number,0
2022.06,49547.0,,F,Number,0
2022.09,49855.0,,F,Number,0
2022.12,50092.0,,F,Number,0
2023.03,50055.0,,F,Number,0
2023.06,50720.0,,F,Number,0
2023.09,50500.0,,F,Number,0
2023.12,51111.0,,F,Number,0
2024.03,50554.0,,F,Number,0
2024.06,50943.0,,F,Number,0
2024.09,50009.0,,F,Number,0
2024.12,50102.0,,F,Number,0
2025.03,49550.0,,F,Number,0
2025.06,49836.0,,F,Number,0
2025.09,49062.0,,F,Number,0
2025.12,49483.0,,F,Number,0
2011.06,90649.0,,F,Number,0
2011.09,91715.0,,F,Number,0
2011.12,92455.0,,F,Number,0
2012.03,90160.0,,F,Number,0
2012.06,92049.0,,F,Number,0
2012.09,91413.0,,F,Number,0
2012.12,92151.0,,F,Number,0
2013.03,90446.0,,F,Number,0
2013.06,92553.0,,F,Number,0
2013.09,91733.0,,F,Number,0
2013.12,92526.0,,F,Number,0
2014.03,91050.0,,F,Number,0
2014.06,92516.0,,F,Number,0
2014.09,93244.0,,F,Number,0
2014.12,93197.0,,F,Number,0
2015.03,91513.0,,F,Number,0
2015.06,93465.0,,F,Number,0
2015.09,92921.0,,F,Number,0
2015.12,93838.0,,F,Number,0
2016.03,92509.0,,F,Number,0
2016.06,94717.0,,F,Number,0
2016.09,94650.0,,F,Number,0
2016.12,95622.0,,F,Number,0
2017.03,94558.0,,F,Number,0
2017.06,97006.0,,F,Number,0
2017.09,96885.0,,F,Number,0
2017.12,97847.0,,F,Number,0
2018.03,99066.0,,F,Number,0
2018.06,98438.0,,F,Number,0
2018.09,98177.0,,F,Number,0
2018.12,99263.0,,F,Number,0
2019.03,99491.0,,F,Number,0
2019.06,101591.0,,F,Number,0
2019.09,101236.0,,F,Number,0
2019.12,103001.0,,F,Number,0
2020.03,101871.0,,F,Number,0
2020.06,101987.0,,F,Number,0
2020.09,102494.0,,F,Number,0
2020.12,104111.0,,F,Number,0
2021.03,102746.0,,F,Number,0
2021.06,103785.0,,F,Number,0
2021.09,104360.0,,F,Number,0
2021.12,106436.0,,F,Number,0
2022.03,104818.0,,F,Number,0
2022.06,105029.0,,F,Number,0
2022.09,104904.0,,F,Number,0
2022.12,106113.0,,F,Number,0
2023.03,105434.0,,F,Number,0
2023.06,106703.0,,F,Number,0
2023.09,105922.0,,F,Number,0
2023.12,107286.0,,F,Number,0
2024.03,105800.0,,F,Number,0
2024.06,106227.0,,F,Number,0
2024.09,103702.0,,F,Number,0
2024.12,104163.0,,F,Number,0
2025.03,102349.0,,F,Number,0
2025.06,102489.0,,F,Number,0
2025.09,101168.0,,F,Number,0
2025.12,102198.0,,F,Number,0
2011.06,9705.0,,F,Number,0
2011.09,9754.0,,F,Number,0
2011.12,9945.0,,F,Number,0
2012.03,9730.0,,F,Number,0
2012.06,9719.0,,F,Number,0
2012.09,9749.0,,F,Number,0
2012.12,9963.0,,F,Number,0
2013.03,9781.0,,F,Number,0
2013.06,9823.0,,F,Number,0
2013.09,9760.0,,F,Number,0
2013.12,10038.0,,F,Number,0
2014.03,9886.0,,F,Number,0
2014.06,9758.0,,F,Number,0
2014.09,9697.0,,F,Number,0
2014.12,9966.0,,F,Number,0
2015.03,9837.0,,F,Number,0
2015.06,9806.0,,F,Number,0
2015.09,9681.0,,F,Number,0
2015.12,9980.0,,F,Number,0
2016.03,9791.0,,F,Number,0
2016.06,9923.0,,F,Number,0
2016.09,9859.0,,F,Number,0
2016.12,10238.0,,F,Number,0
2017.03,10203.0,,F,Number,0
2017.06,10242.0,,F,Number,0
2017.09,10181.0,,F,Number,0
2017.12,10415.0,,F,Number,0
2018.03,10551.0,,F,Number,0
2018.06,10227.0,,F,Number,0
2018.09,10146.0,,F,Number,0
2018.12,10482.0,,F,Number,0
2019.03,10424.0,,F,Number,0
2019.06,10293.0,,F,Number,0
2019.09,10461.0,,F,Number,0
2019.12,10652.0,,F,Number,0
2020.03,10531.0,,F,Number,0
2020.06,10365.0,,F,Number,0
2020.09,10602.0,,F,Number,0
2020.12,10733.0,,F,Number,0
2021.03,10698.0,,F,Number,0
2021.06,10742.0,,F,Number,0
2021.09,10842.0,,F,Number,0
2021.12,11184.0,,F,Number,0
2022.03,11077.0,,F,Number,0
2022.06,11021.0,,F,Number,0
2022.09,11075.0,,F,Number,0
2022.12,11303.0,,F,Number,0
2023.03,11253.0,,F,Number,0
2023.06,11323.0,,F,Number,0
2023.09,11273.0,,F,Number,0
2023.12,11558.0,,F,Number,0
2024.03,11378.0,,F,Number,0
2024.06,11367.0,,F,Number,0
2024.09,11096.0,,F,Number,0
2024.12,11291.0,,F,Number,0
2025.03,11124.0,,F,Number,0
2025.06,10936.0,,F,Number,0
2025.09,10861.0,,F,Number,0
2025.12,11192.0,,F,Number,0
2011.06,2852.0,,F,Number,0
2011.09,2814.0,,F,Number,0
2011.12,2871.0,,F,Number,0
2012.03,2841.0,,F,Number,0
2012.06,2839.0,,F,Number,0
2012.09,2841.0,,F,Number,0
2012.12,2871.0,,F,Number,0
2013.03,2828.0,,F,Number,0
2013.06,2854.0,,F,Number,0
2013.09,2836.0,,F,Number,0
2013.12,2954.0,,F,Number,0
2014.03,2906.0,,F,Number,0
2014.06,2933.0,,F,Number,0
2014.09,2916.0,,F,Number,0
2014.12,3012.0,,F,Number,0
2015.03,2988.0,,F,Number,0
2015.06,2996.0,,F,Number,0
2015.09,2998.0,,F,Number,0
2015.12,3088.0,,F,Number,0
2016.03,3096.0,,F,Number,0
2016.06,3197.0,,F,Number,0
2016.09,3162.0,,F,Number,0
2016.12,3246.0,,F,Number,0
2017.03,3238.0,,F,Number,0
2017.06,3287.0,,F,Number,0
2017.09,3265.0,,F,Number,0
2017.12,3383.0,,F,Number,0
2018.03,3348.0,,F,Number,0
2018.06,3394.0,,F,Number,0
2018.09,3323.0,,F,Number,0
2018.12,3469.0,,F,Number,0
2019.03,3513.0,,F,Number,0
2019.06,3557.0,,F,Number,0
2019.09,3622.0,,F,Number,0
2019.12,3730.0,,F,Number,0
2020.03,3724.0,,F,Number,0
2020.06,3683.0,,F,Number,0
2020.09,3765.0,,F,Number,0
2020.12,3842.0,,F,Number,0
2021.03,3882.0,,F,Number,0
2021.06,3898.0,,F,Number,0
2021.09,3911.0,,F,Number,0
2021.12,4005.0,,F,Number,0
2022.03,3974.0,,F,Number,0
2022.06,4061.0,,F,Number,0
2022.09,3994.0,,F,Number,0
2022.12,4141.0,,F,Number,0
2023.03,4127.0,,F,Number,0
2023.06,4169.0,,F,Number,0
2023.09,4087.0,,F,Number,0
2023.12,4132.0,,F,Number,0
2024.03,4127.0,,F,Number,0
2024.06,4088.0,,F,Number,0
2024.09,4006.0,,F,Number,0
2024.12,4030.0,,F,Number,0
2025.03,4053.0,,F,Number,0
2025.06,4064.0,,F,Number,0
2025.09,3994.0,,F,Number,0
2025.12,4076.0,,F,Number,0
2011.06,3997.0,,F,Number,0
2011.09,3881.0,,F,Number,0
2011.12,4038.0,,F,Number,0
2012.03,4081.0,,F,Number,0
2012.06,4087.0,,F,Number,0
2012.09,4025.0,,F,Number,0
2012.12,4167.0,,F,Number,0
2013.03,4148.0,,F,Number,0
2013.06,4150.0,,F,Number,0
2013.09,4038.0,,F,Number,0
2013.12,4197.0,,F,Number,0
2014.03,4209.0,,F,Number,0
2014.06,4147.0,,F,Number,0
2014.09,4018.0,,F,Number,0
2014.12,4104.0,,F,Number,0
2015.03,4093.0,,F,Number,0
2015.06,4039.0,,F,Number,0
2015.09,3953.0,,F,Number,0
2015.12,4054.0,,F,Number,0
2016.03,4094.0,,F,Number,0
2016.06,4109.0,,F,Number,0
2016.09,4080.0,,F,Number,0
2016.12,4237.0,,F,Number,0
2017.03,4181.0,,F,Number,0
2017.06,4244.0,,F,Number,0
2017.09,4178.0,,F,Number,0
2017.12,4338.0,,F,Number,0
2018.03,4271.0,,F,Number,0
2018.06,4253.0,,F,Number,0
2018.09,4233.0,,F,Number,0
2018.12,4407.0,,F,Number,0
2019.03,4485.0,,F,Number,0
2019.06,4487.0,,F,Number,0
2019.09,4492.0,,F,Number,0
2019.12,4624.0,,F,Number,0
2020.03,4616.0,,F,Number,0
2020.06,4615.0,,F,Number,0
2020.09,4632.0,,F,Number,0
2020.12,4802.0,,F,Number,0
2021.03,4766.0,,F,Number,0
2021.06,4723.0,,F,Number,0
2021.09,4722.0,,F,Number,0
2021.12,4904.0,,F,Number,0
2022.03,4918.0,,F,Number,0
2022.06,4937.0,,F,Number,0
2022.09,4870.0,,F,Number,0
2022.12,4994.0,,F,Number,0
2023.03,5006.0,,F,Number,0
2023.06,4958.0,,F,Number,0
2023.09,4894.0,,F,Number,0
2023.12,5067.0,,F,Number,0
2024.03,5028.0,,F,Number,0
2024.06,4974.0,,F,Number,0
2024.09,4877.0,,F,Number,0
2024.12,4971.0,,F,Number,0
2025.03,4981.0,,F,Number,0
2025.06,4905.0,,F,Number,0
2025.09,4800.0,,F,Number,0
2025.12,5022.0,,F,Number,0
2011.06,12572.0,,F,Number,0
2011.09,11659.0,,F,Number,0
2011.12,12160.0,,F,Number,0
2012.03,12413.0,,F,Number,0
2012.06,12853.0,,F,Number,0
2012.09,11956.0,,F,Number,0
2012.12,12420.0,,F,Number,0
2013.03,12815.0,,F,Number,0
2013.06,13118.0,,F,Number,0
2013.09,12705.0,,F,Number,0
2013.12,13712.0,,F,Number,0
2014.03,14450.0,,F,Number,0
2014.06,14768.0,,F,Number,0
2014.09,14223.0,,F,Number,0
2014.12,15029.0,,F,Number,0
2015.03,15806.0,,F,Number,0
2015.06,16227.0,,F,Number,0
2015.09,15613.0,,F,Number,0
2015.12,16408.0,,F,Number,0
2016.03,16960.0,,F,Number,0
2016.06,17302.0,,F,Number,0
2016.09,16760.0,,F,Number,0
2016.12,17486.0,,F,Number,0
2017.03,18299.0,,F,Number,0
2017.06,18823.0,,F,Number,0
2017.09,18199.0,,F,Number,0
2017.12,19025.0,,F,Number,0
2018.03,19742.0,,F,Number,0
2018.06,20270.0,,F,Number,0
2018.09,20590.0,,F,Number,0
2018.12,21536.0,,F,Number,0
2019.03,22334.0,,F,Number,0
2019.06,22374.0,,F,Number,0
2019.09,21452.0,,F,Number,0
2019.12,22253.0,,F,Number,0
2020.03,22761.0,,F,Number,0
2020.06,22856.0,,F,Number,0
2020.09,22478.0,,F,Number,0
2020.12,22984.0,,F,Number,0
2021.03,23102.0,,F,Number,0
2021.06,23117.0,,F,Number,0
2021.09,23063.0,,F,Number,0
2021.12,23738.0,,F,Number,0
2022.03,23748.0,,F,Number,0
2022.06,24162.0,,F,Number,0
2022.09,23587.0,,F,Number,0
2022.12,24226.0,,F,Number,0
2023.03,24819.0,,F,Number,0
2023.06,25053.0,,F,Number,0
2023.09,24351.0,,F,Number,0
2023.12,24752.0,,F,Number,0
2024.03,25068.0,,F,Number,0
2024.06,24933.0,,F,Number,0
2024.09,23809.0,,F,Number,0
2024.12,24349.0,,F,Number,0
2025.03,24700.0,,F,Number,0
2025.06,24624.0,,F,Number,0
2025.09,23872.0,,F,Number,0
2025.12,24288.0,,F,Number,0
2011.06,24138.0,,F,Number,0
2011.09,23824.0,,F,Number,0
2011.12,24092.0,,F,Number,0
2012.03,23874.0,,F,Number,0
2012.06,24265.0,,F,Number,0
2012.09,23708.0,,F,Number,0
2012.12,23989.0,,F,Number,0
2013.03,23872.0,,F,Number,0
2013.06,24258.0,,F,Number,0
2013.09,23430.0,,F,Number,0
2013.12,23504.0,,F,Number,0
2014.03,23035.0,,F,Number,0
2014.06,23048.0,,F,Number,0
2014.09,22513.0,,F,Number,0
2014.12,22603.0,,F,Number,0
2015.03,22185.0,,F,Number,0
2015.06,22164.0,,F,Number,0
2015.09,21539.0,,F,Number,0
2015.12,21726.0,,F,Number,0
2016.03,21632.0,,F,Number,0
2016.06,21581.0,,F,Number,0
2016.09,21200.0,,F,Number,0
2016.12,21268.0,,F,Number,0
2017.03,21063.0,,F,Number,0
2017.06,21243.0,,F,Number,0
2017.09,20901.0,,F,Number,0
2017.12,21118.0,,F,Number,0
2018.03,20644.0,,F,Number,0
2018.06,20695.0,,F,Number,0
2018.09,19072.0,,F,Number,0
2018.12,19426.0,,F,Number,0
2019.03,19284.0,,F,Number,0
2019.06,19456.0,,F,Number,0
2019.09,19216.0,,F,Number,0
2019.12,19688.0,,F,Number,0
2020.03,19644.0,,F,Number,0
2020.06,19501.0,,F,Number,0
2020.09,19187.0,,F,Number,0
2020.12,19602.0,,F,Number,0
2021.03,19522.0,,F,Number,0
2021.06,19541.0,,F,Number,0
2021.09,19645.0,,F,Number,0
2021.12,20105.0,,F,Number,0
2022.03,19821.0,,F,Number,0
2022.06,19866.0,,F,Number,0
2022.09,19883.0,,F,Number,0
2022.12,20322.0,,F,Number,0
2023.03,20336.0,,F,Number,0
2023.06,20164.0,,F,Number,0
2023.09,20100.0,,F,Number,0
2023.12,20402.0,,F,Number,0
2024.03,20195.0,,F,Number,0
2024.06,20010.0,,F,Number,0
2024.09,19453.0,,F,Number,0
2024.12,19818.0,,F,Number,0
2025.03,19602.0,,F,Number,0
2025.06,19298.0,,F,Number,0
2025.09,19323.0,,F,Number,0
2025.12,19567.0,,F,Number,0
2011.06,21533.0,,F,Number,0
2011.09,21330.0,,F,Number,0
2011.12,21233.0,,F,Number,0
2012.03,21553.0,,F,Number,0
2012.06,22116.0,,F,Number,0
2012.09,21552.0,,F,Number,0
2012.12,21729.0,,F,Number,0
2013.03,22066.0,,F,Number,0
2013.06,22457.0,,F,Number,0
2013.09,21912.0,,F,Number,0
2013.12,22205.0,,F,Number,0
2014.03,22671.0,,F,Number,0
2014.06,22912.0,,F,Number,0
2014.09,22450.0,,F,Number,0
2014.12,22763.0,,F,Number,0
2015.03,23284.0,,F,Number,0
2015.06,23241.0,,F,Number,0
2015.09,22533.0,,F,Number,0
2015.12,22696.0,,F,Number,0
2016.03,23330.0,,F,Number,0
2016.06,23740.0,,F,Number,0
2016.09,23264.0,,F,Number,0
2016.12,23292.0,,F,Number,0
2017.03,23718.0,,F,Number,0
2017.06,24261.0,,F,Number,0
2017.09,23703.0,,F,Number,0
2017.12,23898.0,,F,Number,0
2018.03,24392.0,,F,Number,0
2018.06,24648.0,,F,Number,0
2018.09,23992.0,,F,Number,0
2018.12,24352.0,,F,Number,0
2019.03,24947.0,,F,Number,0
2019.06,25196.0,,F,Number,0
2019.09,24610.0,,F,Number,0
2019.12,25297.0,,F,Number,0
2020.03,25778.0,,F,Number,0
2020.06,25572.0,,F,Number,0
2020.09,24842.0,,F,Number,0
2020.12,25176.0,,F,Number,0
2021.03,25096.0,,F,Number,0
2021.06,25088.0,,F,Number,0
2021.09,25163.0,,F,Number,0
2021.12,25788.0,,F,Number,0
2022.03,25586.0,,F,Number,0
2022.06,25435.0,,F,Number,0
2022.09,25338.0,,F,Number,0
2022.12,25905.0,,F,Number,0
2023.03,26329.0,,F,Number,0
2023.06,26698.0,,F,Number,0
2023.09,26661.0,,F,Number,0
2023.12,27119.0,,F,Number,0
2024.03,26972.0,,F,Number,0
2024.06,26845.0,,F,Number,0
2024.09,26462.0,,F,Number,0
2024.12,26536.0,,F,Number,0
2025.03,26509.0,,F,Number,0
2025.06,26786.0,,F,Number,0
2025.09,26261.0,,F,Number,0
2025.12,26478.0,,F,Number,0
2011.06,1339.0,,F,Number,0
2011.09,1289.0,,F,Number,0
2011.12,1352.0,,F,Number,0
2012.03,1375.0,,F,Number,0
2012.06,1287.0,,F,Number,0
2012.09,1259.0,,F,Number,0
2012.12,1335.0,,F,Number,0
2013.03,1337.0,,F,Number,0
2013.06,1292.0,,F,Number,0
2013.09,1254.0,,F,Number,0
2013.12,1313.0,,F,Number,0
2014.03,1326.0,,F,Number,0
2014.06,1283.0,,F,Number,0
2014.09,1232.0,,F,Number,0
2014.12,1308.0,,F,Number,0
2015.03,1334.0,,F,Number,0
2015.06,1270.0,,F,Number,0
2015.09,1215.0,,F,Number,0
2015.12,1288.0,,F,Number,0
2016.03,1322.0,,F,Number,0
2016.06,1261.0,,F,Number,0
2016.09,1228.0,,F,Number,0
2016.12,1261.0,,F,Number,0
2017.03,1262.0,,F,Number,0
2017.06,1300.0,,F,Number,0
2017.09,1260.0,,F,Number,0
2017.12,1322.0,,F,Number,0
2018.03,1352.0,,F,Number,0
2018.06,1319.0,,F,Number,0
2018.09,1295.0,,F,Number,0
2018.12,1352.0,,F,Number,0
2019.03,1352.0,,F,Number,0
2019.06,1304.0,,F,Number,0
2019.09,1241.0,,F,Number,0
2019.12,1321.0,,F,Number,0
2020.03,1311.0,,F,Number,0
2020.06,1274.0,,F,Number,0
2020.09,1247.0,,F,Number,0
2020.12,1263.0,,F,Number,0
2021.03,1255.0,,F,Number,0
2021.06,1248.0,,F,Number,0
2021.09,1256.0,,F,Number,0
2021.12,1291.0,,F,Number,0
2022.03,1266.0,,F,Number,0
